timestamp,complexity,stability,adaptability,tension,coherence,event_min_stage,lead_time_hours,ba_code,ba_name,region,volatility,event_type,sap_stage,pressure_score,decision_signal,inversion_state,witness_score,perpendicular_axis_visible,observer_effect_multiplier
2026-04-28 00:00:00,36.39,74.44,72.12,26.64,72.8,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,6.81,NORMAL,Even: Physically Stable / Consciously Unstable,73.5,True,1.35
2026-04-28 01:00:00,29.5,70.08,60.64,34.44,70.41,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,10.3,NORMAL,Odd: Physically Unstable / Consciously Stable,70.0,True,1.35
2026-04-28 02:00:00,49.06,73.79,54.0,29.94,72.93,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,7.85,NORMAL,Even: Physically Stable / Consciously Unstable,67.1,True,1.35
2026-04-28 03:00:00,37.2,72.78,57.94,30.97,68.6,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,8.43,NORMAL,Even: Physically Stable / Consciously Unstable,67.4,True,1.35
2026-04-28 04:00:00,36.59,64.47,60.15,35.13,68.67,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,12.48,NORMAL,Odd: Physically Unstable / Consciously Stable,69.4,True,1.35
2026-04-28 05:00:00,39.51,69.6,62.77,27.94,78.37,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,8.49,NORMAL,Even: Physically Stable / Consciously Unstable,72.0,True,1.35
2026-04-28 06:00:00,38.46,69.89,56.94,29.29,64.1,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,8.82,NORMAL,Even: Physically Stable / Consciously Unstable,65.0,True,1.35
2026-04-28 07:00:00,32.01,66.6,59.49,28.64,68.44,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,9.57,NORMAL,Even: Physically Stable / Consciously Unstable,67.4,True,1.35
2026-04-28 08:00:00,41.0,70.93,54.48,26.33,63.32,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,7.65,NORMAL,Even: Physically Stable / Consciously Unstable,63.0,True,1.35
2026-04-28 09:00:00,48.92,72.48,56.43,27.7,79.66,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,7.62,NORMAL,Even: Physically Stable / Consciously Unstable,69.9,True,1.35
2026-04-28 10:00:00,40.71,78.81,57.25,27.11,75.52,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,5.74,NORMAL,Even: Physically Stable / Consciously Unstable,68.6,True,1.35
2026-04-28 11:00:00,30.55,67.64,57.01,30.87,60.87,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,9.99,NORMAL,Even: Physically Stable / Consciously Unstable,64.3,True,1.35
2026-04-28 12:00:00,48.88,69.23,54.35,34.51,66.03,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,10.62,NORMAL,Odd: Physically Unstable / Consciously Stable,66.0,True,1.35
2026-04-28 13:00:00,40.37,66.84,55.98,33.35,65.74,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,11.06,NORMAL,Odd: Physically Unstable / Consciously Stable,66.2,True,1.35
2026-04-28 14:00:00,35.83,74.86,60.94,25.34,64.7,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,6.37,NORMAL,Even: Physically Stable / Consciously Unstable,65.9,True,1.35
2026-04-28 15:00:00,41.57,69.37,66.42,30.28,65.02,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,9.27,NORMAL,Even: Physically Stable / Consciously Unstable,69.4,True,1.35
2026-04-28 16:00:00,39.76,60.85,65.88,32.9,68.44,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,12.88,NORMAL,Even: Physically Stable / Consciously Unstable,71.0,True,1.35
2026-04-28 17:00:00,36.06,69.68,53.33,29.63,69.43,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,8.98,NORMAL,Even: Physically Stable / Consciously Unstable,65.5,True,1.35
2026-04-28 18:00:00,37.77,71.77,66.5,31.63,68.27,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,8.93,NORMAL,Even: Physically Stable / Consciously Unstable,70.9,True,1.35
2026-04-28 19:00:00,30.73,72.18,69.2,38.66,71.2,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,10.76,NORMAL,Odd: Physically Unstable / Consciously Stable,74.8,True,1.35
2026-04-28 20:00:00,39.89,71.88,72.25,36.58,69.68,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,10.29,NORMAL,Odd: Physically Unstable / Consciously Stable,74.9,True,1.35
2026-04-28 21:00:00,39.83,61.25,59.98,32.86,84.28,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,12.73,NORMAL,Even: Physically Stable / Consciously Unstable,74.2,True,1.35
2026-04-28 22:00:00,37.12,69.86,63.42,35.04,69.39,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,3,10.56,NORMAL,Odd: Physically Unstable / Consciously Stable,70.9,True,1.35
2026-04-28 23:00:00,40.03,67.12,60.24,27.29,75.48,2,23,NWE,Northwestern Energy,western,low_volatility,cascade,2,8.97,NORMAL,Even: Physically Stable / Consciously Unstable,69.8,True,1.35
